== Simulation Parameters ==
  - Arrival Rate (λ): 15
  - Service Rate (μ): 10
  - Deadline Rate (θ): 1
  - Queue Size: 5
  - Total Packets: 500
  - Congestion Control: <__main__.TCPCubic object at 0x10a6b4040>
===========================

== Simulation Start ==
[0.0469] Packet 0 SERVICED, delay=0.0469
[27.7288] [TCP CUBIC] cwnd=2.50 (W_max=6.01, K=2.29)
[27.8221] Packet 204 SERVICED, delay=0.3221
[27.8221] [TCP CUBIC] cwnd=2.96 (W_max=6.01, K=2.29)
[27.8230] Packet 205 SERVICED, delay=0.3230
[27.8230] [TCP CUBIC] cwnd=2.96 (W_max=6.01, K=2.29)
[27.8337] Packet 206 SERVICED, delay=0.3337
[27.8337] [TCP CUBIC] cwnd=3.01 (W_max=6.01, K=2.29)
[27.9426] Packet 207 SERVICED, delay=0.4426
[27.9426] [TCP CUBIC] cwnd=3.48 (W_max=6.01, K=2.29)
[28.0175] Packet 209 SERVICED, delay=0.0175
[28.0175] [TCP CUBIC] cwnd=3.78 (W_max=6.01, K=2.29)
[28.0971] Packet 210 SERVICED, delay=0.0971
[28.0971] [TCP CUBIC] cwnd=4.07 (W_max=6.01, K=2.29)
[28.2148] Packet 211 SERVICED, delay=0.2148
[28.2148] [TCP CUBIC] cwnd=4.44 (W_max=6.01, K=2.29)
[28.6055] Packet 212 SERVICED, delay=0.1055
[28.6055] [TCP CUBIC] cwnd=5.34 (W_max=6.01, K=2.29)
[28.6309] Packet 213 SERVICED, delay=0.1309
[28.6309] [TCP CUBIC] cwnd=5.38 (W_max=6.01, K=2.29)
[28.7555] Packet 214 SERVICED, delay=0.2555
[28.7555] [TCP CUBIC] cwnd=5.57 (W_max=6.01, K=2.29)
[28.7826] Packet 215 SERVICED, delay=0.2826
[28.7826] [TCP CUBIC] cwnd=5.60 (W_max=6.01, K=2.29)
[29.0394] Packet 216 SERVICED, delay=0.0394
[29.0394] [TCP CUBIC] cwnd=5.84 (W_max=6.01, K=2.29)
[29.1766] Packet 217 SERVICED, delay=0.1766
[29.1766] [TCP CUBIC] cwnd=5.92 (W_max=6.01, K=2.29)
[29.2815] Packet 218 SERVICED, delay=0.2815
[29.2815] [TCP CUBIC] cwnd=5.96 (W_max=6.01, K=2.29)
[29.4707] Packet 219 SERVICED, delay=0.4707
[29.4707] [TCP CUBIC] cwnd=6.00 (W_max=6.01, K=2.29)
[29.5779] Packet 220 SERVICED, delay=0.5779
[29.5779] [TCP CUBIC] cwnd=6.00 (W_max=6.01, K=2.29)
[29.6619] Packet 221 SERVICED, delay=0.1619
[29.6619] [TCP CUBIC] cwnd=6.01 (W_max=6.01, K=2.29)
[29.6717] Packet 222 SERVICED, delay=0.1717
[29.6717] [TCP CUBIC] cwnd=6.01 (W_max=6.01, K=2.29)
[29.7175] Packet 223 SERVICED, delay=0.2175
[29.7175] [TCP CUBIC] cwnd=6.01 (W_max=6.01, K=2.29)
[29.7484] Packet 224 SERVICED, delay=0.2484
[29.7484] [TCP CUBIC] cwnd=6.01 (W_max=6.01, K=2.29)
[30.0000] Packet 230 DROPPED (queue full)
[30.0000] [TCP CUBIC LOSS] cwnd reduced to 4.81, W_max set to 6.01
[30.0280] Packet 225 SERVICED, delay=0.0280
[30.0280] [TCP CUBIC] cwnd=1.38 (W_max=6.01, K=2.29)
[30.3892] Packet 226 SERVICED, delay=0.3892
[30.3892] [TCP CUBIC] cwnd=3.26 (W_max=6.01, K=2.29)
[30.4391] Packet 227 SERVICED, delay=0.4391
[30.4391] [TCP CUBIC] cwnd=3.47 (W_max=6.01, K=2.29)
[30.6617] Packet 228 SERVICED, delay=0.6617
[30.6617] [TCP CUBIC] cwnd=4.28 (W_max=6.01, K=2.29)
[30.7615] Packet 229 SERVICED, delay=0.7615
[30.7615] [TCP CUBIC] cwnd=4.58 (W_max=6.01, K=2.29)
[30.8313] Packet 231 SERVICED, delay=0.3313
[30.8313] [TCP CUBIC] cwnd=4.77 (W_max=6.01, K=2.29)
[31.0860] Packet 232 SERVICED, delay=0.0860
[31.0860] [TCP CUBIC] cwnd=5.31 (W_max=6.01, K=2.29)
[31.1538] Packet 233 SERVICED, delay=0.1538
[31.1538] [TCP CUBIC] cwnd=5.42 (W_max=6.01, K=2.29)
[31.1756] Packet 234 SERVICED, delay=0.1756
[31.1756] [TCP CUBIC] cwnd=5.45 (W_max=6.01, K=2.29)
[31.3037] Packet 235 SERVICED, delay=0.3037
[31.3037] [TCP CUBIC] cwnd=5.62 (W_max=6.01, K=2.29)
[31.5330] Packet 236 SERVICED, delay=0.0330
[31.5330] [TCP CUBIC] cwnd=5.83 (W_max=6.01, K=2.29)
[31.5354] Packet 237 SERVICED, delay=0.0354
[31.5354] [TCP CUBIC] cwnd=5.84 (W_max=6.01, K=2.29)
[31.6391] Packet 238 SERVICED, delay=0.1391
[31.6391] [TCP CUBIC] cwnd=5.90 (W_max=6.01, K=2.29)
[31.6586] Packet 239 SERVICED, delay=0.1586
[31.6586] [TCP CUBIC] cwnd=5.91 (W_max=6.01, K=2.29)
[31.9407] Packet 240 SERVICED, delay=0.4407
[31.9407] [TCP CUBIC] cwnd=5.99 (W_max=6.01, K=2.29)
[32.3078] Packet 241 SERVICED, delay=0.3078
[32.3078] [TCP CUBIC] cwnd=6.01 (W_max=6.01, K=2.29)
[32.5000] Packet 247 DROPPED (queue full)
[32.5000] [TCP CUBIC LOSS] cwnd reduced to 4.81, W_max set to 6.01
[32.5541] Packet 242 SERVICED, delay=0.5541
[32.5541] [TCP CUBIC] cwnd=1.53 (W_max=6.01, K=2.29)
[32.6003] Packet 243 SERVICED, delay=0.6003
[32.6003] [TCP CUBIC] cwnd=1.81 (W_max=6.01, K=2.29)
[32.6019] Packet 244 SERVICED, delay=0.6019
[32.6019] [TCP CUBIC] cwnd=1.82 (W_max=6.01, K=2.29)
[32.8654] Packet 245 SERVICED, delay=0.8654
[32.8654] [TCP CUBIC] cwnd=3.15 (W_max=6.01, K=2.29)
[32.9213] Packet 246 SERVICED, delay=0.4213
[32.9213] [TCP CUBIC] cwnd=3.40 (W_max=6.01, K=2.29)
[33.3314] Packet 248 SERVICED, delay=0.3314
[33.3314] [TCP CUBIC] cwnd=4.77 (W_max=6.01, K=2.29)
[33.5231] Packet 249 SERVICED, delay=0.5231
[33.5231] [TCP CUBIC] cwnd=5.19 (W_max=6.01, K=2.29)
[33.5580] Packet 250 SERVICED, delay=0.5580
[33.5580] [TCP CUBIC] cwnd=5.26 (W_max=6.01, K=2.29)
[33.6066] Packet 251 SERVICED, delay=0.1066
[33.6066] [TCP CUBIC] cwnd=5.34 (W_max=6.01, K=2.29)
[33.7971] Packet 252 SERVICED, delay=0.2971
[33.7971] [TCP CUBIC] cwnd=5.62 (W_max=6.01, K=2.29)
[34.0381] Packet 253 SERVICED, delay=0.0381
[34.0381] [TCP CUBIC] cwnd=5.84 (W_max=6.01, K=2.29)
[34.0567] Packet 254 SERVICED, delay=0.0567
[34.0567] [TCP CUBIC] cwnd=5.85 (W_max=6.01, K=2.29)
[34.1381] Packet 255 SERVICED, delay=0.1381
[34.1381] [TCP CUBIC] cwnd=5.90 (W_max=6.01, K=2.29)
[34.4132] Packet 256 SERVICED, delay=0.4132
[34.4132] [TCP CUBIC] cwnd=5.99 (W_max=6.01, K=2.29)
[34.5323] Packet 257 SERVICED, delay=0.5323
[34.5323] [TCP CUBIC] cwnd=6.00 (W_max=6.01, K=2.29)
[34.6167] Packet 258 SERVICED, delay=0.1167
[34.6167] [TCP CUBIC] cwnd=6.01 (W_max=6.01, K=2.29)
[34.6269] Packet 259 SERVICED, delay=0.1269
[34.6269] [TCP CUBIC] cwnd=6.01 (W_max=6.01, K=2.29)
[34.7224] Packet 260 SERVICED, delay=0.2224
[34.7224] [TCP CUBIC] cwnd=6.01 (W_max=6.01, K=2.29)
[35.0000] Packet 266 DROPPED (queue full)
[35.0000] [TCP CUBIC LOSS] cwnd reduced to 4.81, W_max set to 6.01
[35.1834] Packet 261 SERVICED, delay=0.6834
[35.1834] [TCP CUBIC] cwnd=2.27 (W_max=6.01, K=2.29)
[35.1985] Packet 262 SERVICED, delay=0.1985
[35.1985] [TCP CUBIC] cwnd=2.35 (W_max=6.01, K=2.29)
[35.2716] Packet 263 SERVICED, delay=0.2716
[35.2716] [TCP CUBIC] cwnd=2.72 (W_max=6.01, K=2.29)
[35.4814] Packet 264 SERVICED, delay=0.4814
[35.4814] [TCP CUBIC] cwnd=3.64 (W_max=6.01, K=2.29)
[35.6164] Packet 265 SERVICED, delay=0.6164
[35.6164] [TCP CUBIC] cwnd=4.13 (W_max=6.01, K=2.29)
[35.7377] Packet 267 SERVICED, delay=0.2377
[35.7377] [TCP CUBIC] cwnd=4.51 (W_max=6.01, K=2.29)
[35.7822] Packet 268 SERVICED, delay=0.2822
[35.7822] [TCP CUBIC] cwnd=4.64 (W_max=6.01, K=2.29)
[36.0348] Packet 269 SERVICED, delay=0.0348
[36.0348] [TCP CUBIC] cwnd=5.22 (W_max=6.01, K=2.29)
[36.2005] Packet 270 SERVICED, delay=0.2005
[36.2005] [TCP CUBIC] cwnd=5.49 (W_max=6.01, K=2.29)
[36.3666] Packet 271 SERVICED, delay=0.3666
[36.3666] [TCP CUBIC] cwnd=5.69 (W_max=6.01, K=2.29)
[36.5684] Packet 272 SERVICED, delay=0.5684
[36.5684] [TCP CUBIC] cwnd=5.86 (W_max=6.01, K=2.29)
[36.8129] Packet 273 SERVICED, delay=0.3129
[36.8129] [TCP CUBIC] cwnd=5.96 (W_max=6.01, K=2.29)
[36.8845] Packet 274 SERVICED, delay=0.3845
[36.8845] [TCP CUBIC] cwnd=5.98 (W_max=6.01, K=2.29)
[36.9541] Packet 275 SERVICED, delay=0.4541
[36.9541] [TCP CUBIC] cwnd=5.99 (W_max=6.01, K=2.29)
[37.1142] Packet 276 SERVICED, delay=0.6142
[37.1142] [TCP CUBIC] cwnd=6.01 (W_max=6.01, K=2.29)
[37.2192] Packet 277 SERVICED, delay=0.2192
[37.2192] [TCP CUBIC] cwnd=6.01 (W_max=6.01, K=2.29)
[37.3402] Packet 278 SERVICED, delay=0.3402
[37.3402] [TCP CUBIC] cwnd=6.01 (W_max=6.01, K=2.29)
[37.4991] Packet 279 SERVICED, delay=0.4991
[37.4991] [TCP CUBIC] cwnd=6.01 (W_max=6.01, K=2.29)
[37.5000] Packet 285 DROPPED (queue full)
[37.5000] [TCP CUBIC LOSS] cwnd reduced to 4.81, W_max set to 6.01
[37.7198] Packet 280 SERVICED, delay=0.7198
[37.7198] [TCP CUBIC] cwnd=2.46 (W_max=6.01, K=2.29)
[37.7611] Packet 281 SERVICED, delay=0.2611
[37.7611] [TCP CUBIC] cwnd=2.67 (W_max=6.01, K=2.29)
[37.8082] Packet 282 SERVICED, delay=0.3082
[37.8082] [TCP CUBIC] cwnd=2.89 (W_max=6.01, K=2.29)
[37.8180] Packet 283 SERVICED, delay=0.3180
[37.8180] [TCP CUBIC] cwnd=2.94 (W_max=6.01, K=2.29)
[37.9044] Packet 284 SERVICED, delay=0.4044
[37.9044] [TCP CUBIC] cwnd=3.33 (W_max=6.01, K=2.29)
[38.0627] Packet 286 SERVICED, delay=0.0627
[38.0627] [TCP CUBIC] cwnd=3.95 (W_max=6.01, K=2.29)
[38.1409] Packet 287 SERVICED, delay=0.1409
[38.1409] [TCP CUBIC] cwnd=4.22 (W_max=6.01, K=2.29)
[38.1747] Packet 288 SERVICED, delay=0.1747
[38.1747] [TCP CUBIC] cwnd=4.32 (W_max=6.01, K=2.29)
[38.5894] Packet 289 SERVICED, delay=0.0894
[38.5894] [TCP CUBIC] cwnd=5.32 (W_max=6.01, K=2.29)
[38.5925] Packet 290 SERVICED, delay=0.0925
[38.5925] [TCP CUBIC] cwnd=5.32 (W_max=6.01, K=2.29)
[38.5963] Packet 291 SERVICED, delay=0.0963
[38.5963] [TCP CUBIC] cwnd=5.33 (W_max=6.01, K=2.29)
[38.7692] Packet 292 SERVICED, delay=0.2692
[38.7692] [TCP CUBIC] cwnd=5.59 (W_max=6.01, K=2.29)
[39.0447] Packet 293 SERVICED, delay=0.0447
[39.0447] [TCP CUBIC] cwnd=5.85 (W_max=6.01, K=2.29)
[39.0582] Packet 294 SERVICED, delay=0.0582
[39.0582] [TCP CUBIC] cwnd=5.85 (W_max=6.01, K=2.29)
[39.1321] Packet 295 SERVICED, delay=0.1321
[39.1321] [TCP CUBIC] cwnd=5.90 (W_max=6.01, K=2.29)
[39.2791] Packet 296 SERVICED, delay=0.2791
[39.2791] [TCP CUBIC] cwnd=5.96 (W_max=6.01, K=2.29)
[39.3034] Packet 297 SERVICED, delay=0.3034
[39.3034] [TCP CUBIC] cwnd=5.97 (W_max=6.01, K=2.29)
[39.5975] Packet 298 SERVICED, delay=0.0975
[39.5975] [TCP CUBIC] cwnd=6.01 (W_max=6.01, K=2.29)
[39.6064] Packet 299 SERVICED, delay=0.1064
[39.6064] [TCP CUBIC] cwnd=6.01 (W_max=6.01, K=2.29)
[39.6117] Packet 300 SERVICED, delay=0.1117
[39.6117] [TCP CUBIC] cwnd=6.01 (W_max=6.01, K=2.29)
[39.6875] Packet 301 SERVICED, delay=0.1875
[39.6875] [TCP CUBIC] cwnd=6.01 (W_max=6.01, K=2.29)
[39.7653] Packet 302 SERVICED, delay=0.2653
[39.7653] [TCP CUBIC] cwnd=6.01 (W_max=6.01, K=2.29)
[40.0000] Packet 308 DROPPED (queue full)
[40.0000] [TCP CUBIC LOSS] cwnd reduced to 4.81, W_max set to 6.01
[40.1015] Packet 303 SERVICED, delay=0.1015
[40.1015] [TCP CUBIC] cwnd=1.81 (W_max=6.01, K=2.29)
[40.2309] Packet 304 SERVICED, delay=0.2309
[40.2309] [TCP CUBIC] cwnd=2.52 (W_max=6.01, K=2.29)
[40.6033] Packet 305 SERVICED, delay=0.6033
[40.6033] [TCP CUBIC] cwnd=4.09 (W_max=6.01, K=2.29)
[40.6759] Packet 306 SERVICED, delay=0.6759
[40.6759] [TCP CUBIC] cwnd=4.33 (W_max=6.01, K=2.29)
[40.7149] Packet 307 SERVICED, delay=0.7149
[40.7149] [TCP CUBIC] cwnd=4.45 (W_max=6.01, K=2.29)
[41.0316] Packet 309 SERVICED, delay=0.0316
[41.0316] [TCP CUBIC] cwnd=5.21 (W_max=6.01, K=2.29)
[41.0894] Packet 310 SERVICED, delay=0.0894
[41.0894] [TCP CUBIC] cwnd=5.32 (W_max=6.01, K=2.29)
[41.0976] Packet 311 SERVICED, delay=0.0976
[41.0976] [TCP CUBIC] cwnd=5.33 (W_max=6.01, K=2.29)
[41.1001] Packet 312 SERVICED, delay=0.1001
[41.1001] [TCP CUBIC] cwnd=5.34 (W_max=6.01, K=2.29)
[41.8287] Packet 313 SERVICED, delay=0.3287
[41.8287] [TCP CUBIC] cwnd=5.97 (W_max=6.01, K=2.29)
[42.0095] Packet 314 SERVICED, delay=0.5095
[42.0095] [TCP CUBIC] cwnd=6.00 (W_max=6.01, K=2.29)
[42.1286] Packet 315 SERVICED, delay=0.6286
[42.1286] [TCP CUBIC] cwnd=6.01 (W_max=6.01, K=2.29)
[42.1812] Packet 316 SERVICED, delay=0.6812
[42.1812] [TCP CUBIC] cwnd=6.01 (W_max=6.01, K=2.29)
[42.2002] Packet 317 SERVICED, delay=0.7002
[42.2002] [TCP CUBIC] cwnd=6.01 (W_max=6.01, K=2.29)
[42.2172] Packet 318 SERVICED, delay=0.2172
[42.2172] [TCP CUBIC] cwnd=6.01 (W_max=6.01, K=2.29)
[42.5000] Packet 324 DROPPED (queue full)
[42.5000] [TCP CUBIC LOSS] cwnd reduced to 4.81, W_max set to 6.01
[42.5288] Packet 319 SERVICED, delay=0.0288
[42.5288] [TCP CUBIC] cwnd=1.38 (W_max=6.01, K=2.29)
[42.6085] Packet 320 SERVICED, delay=0.1085
[42.6085] [TCP CUBIC] cwnd=1.85 (W_max=6.01, K=2.29)
[42.7339] Packet 321 SERVICED, delay=0.2339
[42.7339] [TCP CUBIC] cwnd=2.53 (W_max=6.01, K=2.29)
[42.8418] Packet 322 SERVICED, delay=0.3418
[42.8418] [TCP CUBIC] cwnd=3.05 (W_max=6.01, K=2.29)
[42.8746] Packet 323 SERVICED, delay=0.3746
[42.8746] [TCP CUBIC] cwnd=3.20 (W_max=6.01, K=2.29)
[43.1339] Packet 325 SERVICED, delay=0.1339
[43.1339] [TCP CUBIC] cwnd=4.19 (W_max=6.01, K=2.29)
[43.2147] Packet 326 SERVICED, delay=0.2147
[43.2147] [TCP CUBIC] cwnd=4.45 (W_max=6.01, K=2.29)
[43.3093] Packet 327 SERVICED, delay=0.3093
[43.3093] [TCP CUBIC] cwnd=4.71 (W_max=6.01, K=2.29)
[43.5544] Packet 328 SERVICED, delay=0.0544
[43.5544] [TCP CUBIC] cwnd=5.26 (W_max=6.01, K=2.29)
[43.5829] Packet 329 SERVICED, delay=0.0829
[43.5829] [TCP CUBIC] cwnd=5.31 (W_max=6.01, K=2.29)
[43.6269] Packet 330 SERVICED, delay=0.1269
[43.6269] [TCP CUBIC] cwnd=5.38 (W_max=6.01, K=2.29)
[43.7687] Packet 331 SERVICED, delay=0.2687
[43.7687] [TCP CUBIC] cwnd=5.58 (W_max=6.01, K=2.29)
[44.0014] Packet 332 SERVICED, delay=0.0014
[44.0014] [TCP CUBIC] cwnd=5.82 (W_max=6.01, K=2.29)
[44.0138] Packet 333 SERVICED, delay=0.0138
[44.0138] [TCP CUBIC] cwnd=5.82 (W_max=6.01, K=2.29)
[44.0185] Packet 334 SERVICED, delay=0.0185
[44.0185] [TCP CUBIC] cwnd=5.83 (W_max=6.01, K=2.29)
[44.0227] Packet 335 SERVICED, delay=0.0227
[44.0227] [TCP CUBIC] cwnd=5.83 (W_max=6.01, K=2.29)
[44.2161] Packet 336 SERVICED, delay=0.2161
[44.2161] [TCP CUBIC] cwnd=5.94 (W_max=6.01, K=2.29)
[44.6216] Packet 337 SERVICED, delay=0.1216
[44.6216] [TCP CUBIC] cwnd=6.01 (W_max=6.01, K=2.29)
[44.6859] Packet 338 SERVICED, delay=0.1859
[44.6859] [TCP CUBIC] cwnd=6.01 (W_max=6.01, K=2.29)
[44.6962] Packet 339 SERVICED, delay=0.1962
[44.6962] [TCP CUBIC] cwnd=6.01 (W_max=6.01, K=2.29)
[44.7639] Packet 340 SERVICED, delay=0.2639
[44.7639] [TCP CUBIC] cwnd=6.01 (W_max=6.01, K=2.29)
[44.8280] Packet 341 SERVICED, delay=0.3280
[44.8280] [TCP CUBIC] cwnd=6.01 (W_max=6.01, K=2.29)
[45.0000] Packet 347 DROPPED (queue full)
[45.0000] [TCP CUBIC LOSS] cwnd reduced to 4.81, W_max set to 6.01
[45.0190] Packet 342 SERVICED, delay=0.0190
[45.0190] [TCP CUBIC] cwnd=1.32 (W_max=6.01, K=2.29)
[45.0759] Packet 343 SERVICED, delay=0.0759
[45.0759] [TCP CUBIC] cwnd=1.66 (W_max=6.01, K=2.29)
[45.1267] Packet 344 SERVICED, delay=0.1267
[45.1267] [TCP CUBIC] cwnd=1.96 (W_max=6.01, K=2.29)
[45.2224] Packet 345 SERVICED, delay=0.2224
[45.2224] [TCP CUBIC] cwnd=2.47 (W_max=6.01, K=2.29)
[45.3232] Packet 346 SERVICED, delay=0.3232
[45.3232] [TCP CUBIC] cwnd=2.96 (W_max=6.01, K=2.29)
[45.5469] Packet 348 SERVICED, delay=0.0469
[45.5469] [TCP CUBIC] cwnd=3.89 (W_max=6.01, K=2.29)
[45.6453] Packet 349 SERVICED, delay=0.1453
[45.6453] [TCP CUBIC] cwnd=4.23 (W_max=6.01, K=2.29)
[46.0699] Packet 350 SERVICED, delay=0.0699
[46.0699] [TCP CUBIC] cwnd=5.28 (W_max=6.01, K=2.29)
[46.2641] Packet 351 SERVICED, delay=0.2641
[46.2641] [TCP CUBIC] cwnd=5.58 (W_max=6.01, K=2.29)
[46.3716] Packet 352 SERVICED, delay=0.3716
[46.3716] [TCP CUBIC] cwnd=5.70 (W_max=6.01, K=2.29)
[46.3894] Packet 353 SERVICED, delay=0.3894
[46.3894] [TCP CUBIC] cwnd=5.72 (W_max=6.01, K=2.29)
[46.5073] Packet 354 SERVICED, delay=0.0073
[46.5073] [TCP CUBIC] cwnd=5.82 (W_max=6.01, K=2.29)
[46.6102] Packet 355 SERVICED, delay=0.1102
[46.6102] [TCP CUBIC] cwnd=5.89 (W_max=6.01, K=2.29)
[46.6128] Packet 356 SERVICED, delay=0.1128
[46.6128] [TCP CUBIC] cwnd=5.89 (W_max=6.01, K=2.29)
[46.7010] Packet 357 SERVICED, delay=0.2010
[46.7010] [TCP CUBIC] cwnd=5.93 (W_max=6.01, K=2.29)
[46.9827] Packet 358 SERVICED, delay=0.4827
[46.9827] [TCP CUBIC] cwnd=6.00 (W_max=6.01, K=2.29)
[47.0000] Packet 364 DROPPED (queue full)
[47.0000] [TCP CUBIC LOSS] cwnd reduced to 4.80, W_max set to 6.00
[47.0857] Packet 359 SERVICED, delay=0.0857
[47.0857] [TCP CUBIC] cwnd=1.72 (W_max=6.00, K=2.29)
[47.1348] Packet 360 SERVICED, delay=0.1348
[47.1348] [TCP CUBIC] cwnd=2.00 (W_max=6.00, K=2.29)
[47.2379] Packet 361 SERVICED, delay=0.2379
[47.2379] [TCP CUBIC] cwnd=2.55 (W_max=6.00, K=2.29)
[47.2992] Packet 362 SERVICED, delay=0.2992
[47.2992] [TCP CUBIC] cwnd=2.85 (W_max=6.00, K=2.29)
[47.3781] Packet 363 SERVICED, delay=0.3781
[47.3781] [TCP CUBIC] cwnd=3.21 (W_max=6.00, K=2.29)
[47.5488] Packet 365 SERVICED, delay=0.0488
[47.5488] [TCP CUBIC] cwnd=3.89 (W_max=6.00, K=2.29)
[47.8737] Packet 366 SERVICED, delay=0.3737
[47.8737] [TCP CUBIC] cwnd=4.87 (W_max=6.00, K=2.29)
[48.1095] Packet 367 SERVICED, delay=0.6095
[48.1095] [TCP CUBIC] cwnd=5.34 (W_max=6.00, K=2.29)
[48.1312] Packet 368 SERVICED, delay=0.1312
[48.1312] [TCP CUBIC] cwnd=5.38 (W_max=6.00, K=2.29)
[48.1384] Packet 369 SERVICED, delay=0.1384
[48.1384] [TCP CUBIC] cwnd=5.39 (W_max=6.00, K=2.29)
[48.1491] Packet 370 SERVICED, delay=0.1491
[48.1491] [TCP CUBIC] cwnd=5.41 (W_max=6.00, K=2.29)
[48.5018] Packet 371 SERVICED, delay=0.0018
[48.5018] [TCP CUBIC] cwnd=5.80 (W_max=6.00, K=2.29)
[48.5118] Packet 372 SERVICED, delay=0.0118
[48.5118] [TCP CUBIC] cwnd=5.81 (W_max=6.00, K=2.29)
[48.6266] Packet 373 SERVICED, delay=0.1266
[48.6266] [TCP CUBIC] cwnd=5.88 (W_max=6.00, K=2.29)
[48.6340] Packet 374 SERVICED, delay=0.1340
[48.6340] [TCP CUBIC] cwnd=5.89 (W_max=6.00, K=2.29)
[48.6724] Packet 375 SERVICED, delay=0.1724
[48.6724] [TCP CUBIC] cwnd=5.91 (W_max=6.00, K=2.29)
[49.1864] Packet 376 SERVICED, delay=0.1864
[49.1864] [TCP CUBIC] cwnd=6.00 (W_max=6.00, K=2.29)
[49.1887] Packet 377 SERVICED, delay=0.1887
[49.1887] [TCP CUBIC] cwnd=6.00 (W_max=6.00, K=2.29)
[49.3572] Packet 378 SERVICED, delay=0.3572
[49.3572] [TCP CUBIC] cwnd=6.00 (W_max=6.00, K=2.29)
[49.3903] Packet 379 SERVICED, delay=0.3903
[49.3903] [TCP CUBIC] cwnd=6.00 (W_max=6.00, K=2.29)
[49.4028] Packet 380 SERVICED, delay=0.4028
[49.4028] [TCP CUBIC] cwnd=6.00 (W_max=6.00, K=2.29)
[49.5000] Packet 386 DROPPED (queue full)
[49.5000] [TCP CUBIC LOSS] cwnd reduced to 4.80, W_max set to 6.00
[49.6193] Packet 381 SERVICED, delay=0.1193
[49.6193] [TCP CUBIC] cwnd=1.91 (W_max=6.00, K=2.29)
[49.7185] Packet 382 SERVICED, delay=0.2185
[49.7185] [TCP CUBIC] cwnd=2.45 (W_max=6.00, K=2.29)
[49.9284] Packet 383 SERVICED, delay=0.4284
[49.9284] [TCP CUBIC] cwnd=3.42 (W_max=6.00, K=2.29)
[50.0612] Packet 384 SERVICED, delay=0.5612
[50.0612] [TCP CUBIC] cwnd=3.94 (W_max=6.00, K=2.29)
[50.2239] Packet 385 SERVICED, delay=0.7239
[50.2239] [TCP CUBIC] cwnd=4.47 (W_max=6.00, K=2.29)
[50.2435] Packet 387 SERVICED, delay=0.2435
[50.2435] [TCP CUBIC] cwnd=4.52 (W_max=6.00, K=2.29)
[50.6389] Packet 388 SERVICED, delay=0.1389
[50.6389] [TCP CUBIC] cwnd=5.39 (W_max=6.00, K=2.29)
[50.8033] Packet 389 SERVICED, delay=0.3033
[50.8033] [TCP CUBIC] cwnd=5.62 (W_max=6.00, K=2.29)
[51.2690] Packet 390 SERVICED, delay=0.7690
[51.2690] [TCP CUBIC] cwnd=5.94 (W_max=6.00, K=2.29)
[51.3222] Packet 391 SERVICED, delay=0.8222
[51.3222] [TCP CUBIC] cwnd=5.96 (W_max=6.00, K=2.29)
[51.3687] Packet 392 SERVICED, delay=0.3687
[51.3687] [TCP CUBIC] cwnd=5.97 (W_max=6.00, K=2.29)
[51.5185] Packet 393 SERVICED, delay=0.5185
[51.5185] [TCP CUBIC] cwnd=5.99 (W_max=6.00, K=2.29)
[51.5602] Packet 394 SERVICED, delay=0.5602
[51.5602] [TCP CUBIC] cwnd=6.00 (W_max=6.00, K=2.29)
[51.8272] Packet 395 SERVICED, delay=0.3272
[51.8272] [TCP CUBIC] cwnd=6.00 (W_max=6.00, K=2.29)
[52.0000] Packet 401 DROPPED (queue full)
[52.0000] [TCP CUBIC LOSS] cwnd reduced to 4.80, W_max set to 6.00
[52.0227] Packet 396 SERVICED, delay=0.5227
[52.0227] [TCP CUBIC] cwnd=1.34 (W_max=6.00, K=2.29)
[52.0787] Packet 397 SERVICED, delay=0.5787
[52.0787] [TCP CUBIC] cwnd=1.68 (W_max=6.00, K=2.29)
[52.2177] Packet 398 SERVICED, delay=0.2177
[52.2177] [TCP CUBIC] cwnd=2.44 (W_max=6.00, K=2.29)
[52.3582] Packet 399 SERVICED, delay=0.3582
[52.3582] [TCP CUBIC] cwnd=3.12 (W_max=6.00, K=2.29)
[52.3691] Packet 400 SERVICED, delay=0.3691
[52.3691] [TCP CUBIC] cwnd=3.17 (W_max=6.00, K=2.29)
[52.5704] Packet 402 SERVICED, delay=0.0704
[52.5704] [TCP CUBIC] cwnd=3.97 (W_max=6.00, K=2.29)
[52.7455] Packet 403 SERVICED, delay=0.2455
[52.7455] [TCP CUBIC] cwnd=4.53 (W_max=6.00, K=2.29)
[52.7841] Packet 404 SERVICED, delay=0.2841
[52.7841] [TCP CUBIC] cwnd=4.64 (W_max=6.00, K=2.29)
[53.2259] Packet 405 SERVICED, delay=0.2259
[53.2259] [TCP CUBIC] cwnd=5.52 (W_max=6.00, K=2.29)
[53.2752] Packet 406 SERVICED, delay=0.2752
[53.2752] [TCP CUBIC] cwnd=5.58 (W_max=6.00, K=2.29)
[53.2763] Packet 407 SERVICED, delay=0.2763
[53.2763] [TCP CUBIC] cwnd=5.58 (W_max=6.00, K=2.29)
[53.5121] Packet 408 SERVICED, delay=0.5121
[53.5121] [TCP CUBIC] cwnd=5.81 (W_max=6.00, K=2.29)
[53.5216] Packet 409 SERVICED, delay=0.0216
[53.5216] [TCP CUBIC] cwnd=5.82 (W_max=6.00, K=2.29)
[53.5601] Packet 410 SERVICED, delay=0.0601
[53.5601] [TCP CUBIC] cwnd=5.85 (W_max=6.00, K=2.29)
